-5.250000,-4.250000,-1.408597,-4.250000,-4.250000,-1.128301,-5.250000,-3.916667,-1.373408,10012
-4.250000,-4.250000,-1.128301,-5.250000,-3.916667,-1.373408,-4.250000,-3.916667,-1.093420,10017
-5.250000,-4.250000,3.500000,-4.250000,-4.250000,3.500000,-5.250000,-3.916667,3.500000,10012
-4.250000,-4.250000,3.500000,-5.250000,-3.916667,3.500000,-4.250000,-3.916667,3.500000,10017
-4.250000,-4.250000,-1.128301,-3.250000,-4.250000,-0.881381,-4.250000,-3.916667,-1.093420,10016
-3.250000,-4.250000,-0.881381,-4.250000,-3.916667,-1.093420,-3.250000,-3.916667,-0.846766,10017
-4.250000,-4.250000,3.500000,-3.250000,-4.250000,3.500000,-4.250000,-3.916667,3.500000,10016
-3.250000,-4.250000,3.500000,-4.250000,-3.916667,3.500000,-3.250000,-3.916667,3.500000,10017
-3.250000,-4.250000,-0.881381,-2.250000,-4.250000,-0.667075,-3.250000,-3.916667,-0.846766,10016
-2.250000,-4.250000,-0.667075,-3.250000,-3.916667,-0.846766,-2.250000,-3.916667,-0.632688,10017
-3.250000,-4.250000,3.500000,-2.250000,-4.250000,3.500000,-3.250000,-3.916667,3.500000,10016
-2.250000,-4.250000,3.500000,-3.250000,-3.916667,3.500000,-2.250000,-3.916667,3.500000,10017
-2.250000,-4.250000,-0.667075,-1.250000,-4.250000,-0.484743,-2.250000,-3.916667,-0.632688,10016
-1.250000,-4.250000,-0.484743,-2.250000,-3.916667,-0.632688,-1.250000,-3.916667,-0.450547,10013
-2.250000,-4.250000,3.500000,-1.250000,-4.250000,3.500000,-2.250000,-3.916667,3.500000,10016
-1.250000,-4.250000,3.500000,-2.250000,-3.916667,3.500000,-1.250000,-3.916667,3.500000,10013
-5.250000,-3.916667,-1.373408,-4.250000,-3.916667,-1.093420,-5.250000,-3.583333,-1.341747,10013
-4.250000,-3.916667,-1.093420,-5.250000,-3.583333,-1.341747,-4.250000,-3.583333,-1.062035,10017
-5.250000,-3.916667,3.500000,-4.250000,-3.916667,3.500000,-5.250000,-3.583333,3.500000,10013
-4.250000,-3.916667,3.500000,-5.250000,-3.583333,3.500000,-4.250000,-3.583333,3.500000,10017
-4.250000,-3.916667,-1.093420,-3.250000,-3.916667,-0.846766,-4.250000,-3.583333,-1.062035,10017
-3.250000,-3.916667,-0.846766,-4.250000,-3.583333,-1.062035,-3.250000,-3.583333,-0.815620,10017
-4.250000,-3.916667,3.500000,-3.250000,-3.916667,3.500000,-4.250000,-3.583333,3.500000,10017
-3.250000,-3.916667,3.500000,-4.250000,-3.583333,3.500000,-3.250000,-3.583333,3.500000,10017
-3.250000,-3.916667,-0.846766,-2.250000,-3.916667,-0.632688,-3.250000,-3.583333,-0.815620,10017
-2.250000,-3.916667,-0.632688,-3.250000,-3.583333,-0.815620,-2.250000,-3.583333,-0.601747,10017
-3.250000,-3.916667,3.500000,-2.250000,-3.916667,3.500000,-3.250000,-3.583333,3.500000,10017
-2.250000,-3.916667,3.500000,-3.250000,-3.583333,3.500000,-2.250000,-3.583333,3.500000,10017
-2.250000,-3.916667,-0.632688,-1.250000,-3.916667,-0.450547,-2.250000,-3.583333,-0.601747,10017
-1.250000,-3.916667,-0.450547,-2.250000,-3.583333,-0.601747,-1.250000,-3.583333,-0.419779,10013
-2.250000,-3.916667,3.500000,-1.250000,-3.916667,3.500000,-2.250000,-3.583333,3.500000,10017
-1.250000,-3.916667,3.500000,-2.250000,-3.583333,3.500000,-1.250000,-3.583333,3.500000,10013
-5.250000,-3.583333,-1.341747,-4.250000,-3.583333,-1.062035,-5.250000,-3.250000,-1.313604,10013
-4.250000,-3.583333,-1.062035,-5.250000,-3.250000,-1.313604,-4.250000,-3.250000,-1.034137,10015
-5.250000,-3.583333,3.500000,-4.250000,-3.583333,3.500000,-5.250000,-3.250000,3.500000,10013
-4.250000,-3.583333,3.500000,-5.250000,-3.250000,3.500000,-4.250000,-3.250000,3.500000,10015
-4.250000,-3.583333,-1.062035,-3.250000,-3.583333,-0.815620,-4.250000,-3.250000,-1.034137,10017
-3.250000,-3.583333,-0.815620,-4.250000,-3.250000,-1.034137,-3.250000,-3.250000,-0.787935,10015
-4.250000,-3.583333,3.500000,-3.250000,-3.583333,3.500000,-4.250000,-3.250000,3.500000,10017
-3.250000,-3.583333,3.500000,-4.250000,-3.250000,3.500000,-3.250000,-3.250000,3.500000,10015
-3.250000,-3.583333,-0.815620,-2.250000,-3.583333,-0.601747,-3.250000,-3.250000,-0.787935,10017
-2.250000,-3.583333,-0.601747,-3.250000,-3.250000,-0.787935,-2.250000,-3.250000,-0.574243,10015
-3.250000,-3.583333,3.500000,-2.250000,-3.583333,3.500000,-3.250000,-3.250000,3.500000,10017
-2.250000,-3.583333,3.500000,-3.250000,-3.250000,3.500000,-2.250000,-3.250000,3.500000,10015
-2.250000,-3.583333,-0.601747,-1.250000,-3.583333,-0.419779,-2.250000,-3.250000,-0.574243,10017
-1.250000,-3.583333,-0.419779,-2.250000,-3.250000,-0.574243,-1.250000,-3.250000,-0.392427,10011
-2.250000,-3.583333,3.500000,-1.250000,-3.583333,3.500000,-2.250000,-3.250000,3.500000,10017
-1.250000,-3.583333,3.500000,-2.250000,-3.250000,3.500000,-1.250000,-3.250000,3.500000,10011
-5.250000,-2.750000,-0.710694,-4.250000,-2.750000,-0.526041,-5.250000,-2.416667,-0.691735,10012
-4.250000,-2.750000,-0.526041,-5.250000,-2.416667,-0.691735,-4.250000,-2.416667,-0.507189,10017
-5.250000,-2.750000,3.500000,-4.250000,-2.750000,3.500000,-5.250000,-2.416667,3.500000,10012
-4.250000,-2.750000,3.500000,-5.250000,-2.416667,3.500000,-4.250000,-2.416667,3.500000,10017
-4.250000,-2.750000,-0.526041,-3.250000,-2.750000,-0.372748,-4.250000,-2.416667,-0.507189,10016
-3.250000,-2.750000,-0.372748,-4.250000,-2.416667,-0.507189,-3.250000,-2.416667,-0.353983,10017
-4.250000,-2.750000,3.500000,-3.250000,-2.750000,3.500000,-4.250000,-2.416667,3.500000,10016
-3.250000,-2.750000,3.500000,-4.250000,-2.416667,3.500000,-3.250000,-2.416667,3.500000,10017
-3.250000,-2.750000,-0.372748,-2.250000,-2.750000,-0.250377,-3.250000,-2.416667,-0.353983,10016
-2.250000,-2.750000,-0.250377,-3.250000,-2.416667,-0.353983,-2.250000,-2.416667,-0.231682,10017
-3.250000,-2.750000,3.500000,-2.250000,-2.750000,3.500000,-3.250000,-2.416667,3.500000,10016
-2.250000,-2.750000,3.500000,-3.250000,-2.416667,3.500000,-2.250000,-2.416667,3.500000,10017
-2.250000,-2.750000,-0.250377,-1.250000,-2.750000,-0.158587,-2.250000,-2.416667,-0.231682,10016
-1.250000,-2.750000,-0.158587,-2.250000,-2.416667,-0.231682,-1.250000,-2.416667,-0.139944,10013
-2.250000,-2.750000,3.500000,-1.250000,-2.750000,3.500000,-2.250000,-2.416667,3.500000,10016
-1.250000,-2.750000,3.500000,-2.250000,-2.416667,3.500000,-1.250000,-2.416667,3.500000,10013
-5.250000,-2.416667,-0.691735,-4.250000,-2.416667,-0.507189,-5.250000,-2.083333,-0.676189,10013
-4.250000,-2.416667,-0.507189,-5.250000,-2.083333,-0.676189,-4.250000,-2.083333,-0.491731,10017
-5.250000,-2.416667,3.500000,-4.250000,-2.416667,3.500000,-5.250000,-2.083333,3.500000,10013
-4.250000,-2.416667,3.500000,-5.250000,-2.083333,3.500000,-4.250000,-2.083333,3.500000,10017
-4.250000,-2.416667,-0.507189,-3.250000,-2.416667,-0.353983,-4.250000,-2.083333,-0.491731,10017
-3.250000,-2.416667,-0.353983,-4.250000,-2.083333,-0.491731,-3.250000,-2.083333,-0.338597,10017
-4.250000,-2.416667,3.500000,-3.250000,-2.416667,3.500000,-4.250000,-2.083333,3.500000,10017
-3.250000,-2.416667,3.500000,-4.250000,-2.083333,3.500000,-3.250000,-2.083333,3.500000,10017
-3.250000,-2.416667,-0.353983,-2.250000,-2.416667,-0.231682,-3.250000,-2.083333,-0.338597,10017
-2.250000,-2.416667,-0.231682,-3.250000,-2.083333,-0.338597,-2.250000,-2.083333,-0.216352,10017
-3.250000,-2.416667,3.500000,-2.250000,-2.416667,3.500000,-3.250000,-2.083333,3.500000,10017
-2.250000,-2.416667,3.500000,-3.250000,-2.083333,3.500000,-2.250000,-2.083333,3.500000,10017
-2.250000,-2.416667,-0.231682,-1.250000,-2.416667,-0.139944,-2.250000,-2.083333,-0.216352,10017
-1.250000,-2.416667,-0.139944,-2.250000,-2.083333,-0.216352,-1.250000,-2.083333,-0.124656,10013
-2.250000,-2.416667,3.500000,-1.250000,-2.416667,3.500000,-2.250000,-2.083333,3.500000,10017
-1.250000,-2.416667,3.500000,-2.250000,-2.083333,3.500000,-1.250000,-2.083333,3.500000,10013
-5.250000,-2.083333,-0.676189,-4.250000,-2.083333,-0.491731,-5.250000,-1.750000,-0.664052,10013
-4.250000,-2.083333,-0.491731,-5.250000,-1.750000,-0.664052,-4.250000,-1.750000,-0.479662,10015
-5.250000,-2.083333,3.500000,-4.250000,-2.083333,3.500000,-5.250000,-1.750000,3.500000,10013
-4.250000,-2.083333,3.500000,-5.250000,-1.750000,3.500000,-4.250000,-1.750000,3.500000,10015
-4.250000,-2.083333,-0.491731,-3.250000,-2.083333,-0.338597,-4.250000,-1.750000,-0.479662,10017
-3.250000,-2.083333,-0.338597,-4.250000,-1.750000,-0.479662,-3.250000,-1.750000,-0.326583,10015
-4.250000,-2.083333,3.500000,-3.250000,-2.083333,3.500000,-4.250000,-1.750000,3.500000,10017
-3.250000,-2.083333,3.500000,-4.250000,-1.750000,3.500000,-3.250000,-1.750000,3.500000,10015
-3.250000,-2.083333,-0.338597,-2.250000,-2.083333,-0.216352,-3.250000,-1.750000,-0.326583,10017
-2.250000,-2.083333,-0.216352,-3.250000,-1.750000,-0.326583,-2.250000,-1.750000,-0.204383,10015
-3.250000,-2.083333,3.500000,-2.250000,-2.083333,3.500000,-3.250000,-1.750000,3.500000,10017
-2.250000,-2.083333,3.500000,-3.250000,-1.750000,3.500000,-2.250000,-1.750000,3.500000,10015
-2.250000,-2.083333,-0.216352,-1.250000,-2.083333,-0.124656,-2.250000,-1.750000,-0.204383,10017
-1.250000,-2.083333,-0.124656,-2.250000,-1.750000,-0.204383,-1.250000,-1.750000,-0.112720,10011
-2.250000,-2.083333,3.500000,-1.250000,-2.083333,3.500000,-2.250000,-1.750000,3.500000,10017
-1.250000,-2.083333,3.500000,-2.250000,-1.750000,3.500000,-1.250000,-1.750000,3.500000,10011
-5.250000,-1.250000,-0.101379,-4.250000,-1.250000,-0.006900,-5.250000,-0.916667,-0.097798,10012
-4.250000,-1.250000,-0.006900,-5.250000,-0.916667,-0.097798,-4.250000,-0.916667,-0.003329,10017
-5.250000,-1.250000,3.500000,-4.250000,-1.250000,3.500000,-5.250000,-0.916667,3.500000,10012
-4.250000,-1.250000,3.500000,-5.250000,-0.916667,3.500000,-4.250000,-0.916667,3.500000,10017
-4.250000,-1.250000,-0.006900,-3.250000,-1.250000,0.057285,-4.250000,-0.916667,-0.003329,10016
-3.250000,-1.250000,0.057285,-4.250000,-0.916667,-0.003329,-3.250000,-0.916667,0.060849,10017
-4.250000,-1.250000,3.500000,-3.250000,-1.250000,3.500000,-4.250000,-0.916667,3.500000,10016
